,name,address,link,details,n_students,neighborhood,type
8958,Rehobothschool,Poolster 4,/basisscholen/katwijk/25152/rehobothschool/,Prot. christelijkBasisonderwijs284 leerlingen,284,Katwijk,Basic School
8959,IKC De Duinroos,Prinses Irenelaan 49,/basisscholen/katwijk/9178/ikc-de-duinroos/,Prot. christelijkBasisonderwijs432 leerlingen,432,Katwijk,Basic School
8960,Willem van Veenschool,Huetingstraat 17,/basisscholen/katwijk/5273/willem-van-veenschool/,Prot. christelijkBasisonderwijs202 leerlingen,202,Katwijk,Basic School
8961,Sjaloomschool,Stadhoudersdreef 65,/basisscholen/katwijk/9179/sjaloomschool/,Prot. christelijkBasisonderwijs102 leerlingen,102,Katwijk,Basic School
8962,R.K. basisschool de Horizon,Mgr Bekkersstraat 1 B,/basisscholen/katwijk/9491/rk-basisschool-de-horizon/,KatholiekBasisonderwijs231 leerlingenOntwikkelingsgericht Onderwijs,231,Katwijk,Basic School
8963,De Windvang,Nolensstraat 1,/basisscholen/katwijk/9597/de-windvang/,Prot. christelijkSpeciaal basisonderwijs100 leerlingen,100,Katwijk,Basic School
8964,De Leidse Buitenschool,Duinoordweg 2,/basisscholen/katwijk/5713/de-leidse-buitenschool/,Algemeen bijzonderSpeciaal onderwijs136 leerlingen,136,Katwijk,Basic School
8965,obs De Verrekijker,1e Mientlaan 33-35,/basisscholen/katwijk/24079/obs-de-verrekijker/,OpenbaarBasisonderwijs139 leerlingen,139,Katwijk,Basic School
8966,Daltonschool Katwijk i.o.,van Lierestraat 2,/basisscholen/katwijk/6066/daltonschool-katwijk-io/,OpenbaarBasisonderwijs63 leerlingen,63,Katwijk,Basic School
8967,OBS De Sterrenkijker - Kedichem,Koningin Wilhelminalaan 17,/basisscholen/kedichem/10818/obs-de-sterrenkijker-kedichem/,OpenbaarBasisonderwijs42 leerlingen,42,Kedichem,Basic School
8968,Bernardusschool,St. Bernardusstraat 2,/basisscholen/keijenborg/11654/bernardusschool/,Algemeen bijzonderBasisonderwijs94 leerlingen,94,Keijenborg,Basic School
8969,Basisschool St. Laurentius,Schoolstraat 7,/basisscholen/kekerdom/9358/basisschool-st-laurentius/,KatholiekBasisonderwijs65 leerlingenDalton,65,Kekerdom,Basic School
8970,OBS De Verhalentuin,Prins Bernhardstraat 5,/basisscholen/kelpen-oler/26794/obs-de-verhalentuin/,OpenbaarBasisonderwijs36 leerlingen,36,Kelpen-Oler,Basic School
8971,De Blinker Basisschool,Korte Daver 1,/basisscholen/kerk-avezaath-gem-buren/10521/de-blinker-basisschool/,OpenbaarBasisonderwijs235 leerlingen,235,Kerk-Avezaath (Gem. Buren),Basic School
8972,Rooms Katholieke Basisschool Monseigneur Zwijsen,Ipperakkeren 13,/basisscholen/kerkdriel/5793/rooms-katholieke-basisschool-monseigneur-zwijsen/,KatholiekBasisonderwijs607 leerlingen,607,Kerkdriel,Basic School
8973,Basisschool De Meidoorn,Kerkstraat 42,/basisscholen/kerkdriel/6909/basisschool-de-meidoorn/,OpenbaarBasisonderwijs129 leerlingen,129,Kerkdriel,Basic School
8974,KC De Bosrand,Jan Haarstraat 28,/basisscholen/kerkenveld/11288/kc-de-bosrand/,OpenbaarBasisonderwijs38 leerlingen,38,Kerkenveld,Basic School
8975,SBO Arcadia,Schoolstraat 86 -88,/basisscholen/kerkrade/10447/sbo-arcadia/,KatholiekSpeciaal basisonderwijs113 leerlingen,113,Kerkrade,Basic School
8976,Basisschool De Schakel,Leliestraat 31,/basisscholen/kerkrade/10452/basisschool-de-schakel/,KatholiekBasisonderwijs249 leerlingen,249,Kerkrade,Basic School
8977,Basisschool Bleijerheide,Bleijerheiderstraat 125,/basisscholen/kerkrade/10453/basisschool-bleijerheide/,KatholiekBasisonderwijs195 leerlingen,195,Kerkrade,Basic School
8978,Basisschool de Spoorzoeker,Plein 36,/basisscholen/kerkrade/6501/basisschool-de-spoorzoeker/,KatholiekBasisonderwijs304 leerlingen,304,Kerkrade,Basic School
8979,Basisschool Steltloper Kerkrade,Dir van der Muhlenlaan 30,/basisscholen/kerkrade/10458/basisschool-steltloper-kerkrade/,KatholiekBasisonderwijs257 leerlingen,257,Kerkrade,Basic School
8980,Basisschool De Doorkijk,Singelweg 5,/basisscholen/kerkrade/6503/basisschool-de-doorkijk/,KatholiekBasisonderwijs347 leerlingen,347,Kerkrade,Basic School
8981,Rooms Katholieke Basisschool De Blokkenberg,Akkerheide 19,/basisscholen/kerkrade/10459/rooms-katholieke-basisschool-de-blokkenberg/,KatholiekBasisonderwijs218 leerlingen,218,Kerkrade,Basic School
8982,Basisschool Sint Ursula,O.L.Vrouwestraat 70,/basisscholen/kerkrade/10462/basisschool-sint-ursula/,KatholiekBasisonderwijs239 leerlingen,239,Kerkrade,Basic School
8983,Basisschool De Diabolo,Mr. Absilstraat 6,/basisscholen/kerkrade/6510/basisschool-de-diabolo/,KatholiekBasisonderwijs203 leerlingen,203,Kerkrade,Basic School
8984,ZMLK School St Jan Baptist,Schoolstraat 81,/basisscholen/kerkrade/6512/zmlk-school-st-jan-baptist/,Algemeen bijzonderSpeciaal onderwijs119 leerlingen,119,Kerkrade,Basic School
8985,Openbare Basisschool de Schatkist,Feldbiss 210,/basisscholen/kerkrade/6520/openbare-basisschool-de-schatkist/,OpenbaarBasisonderwijs148 leerlingen,148,Kerkrade,Basic School
8986,Kindcentrum De Morgenster,Vloedstraat 15,/basisscholen/kerkwerve/10691/kindcentrum-de-morgenster/,Prot. christelijkBasisonderwijs62 leerlingenOntwikkelingsgericht Onderwijs,62,Kerkwerve,Basic School
8987,PCB de Rank,Molenstraat 50,/basisscholen/kerkwijk/24705/pcb-de-rank/,Prot. christelijkBasisonderwijs76 leerlingen,76,Kerkwijk,Basic School
8988,KC LEEF,Merwijckstraat 16,/basisscholen/kessel/7798/kc-leef/,KatholiekBasisonderwijs222 leerlingen,222,Kessel,Basic School
8989,Basisschool Eikerwijs,Schoolstraat 7,/basisscholen/kessel/7800/basisschool-eikerwijs/,KatholiekBasisonderwijs42 leerlingen,42,Kessel,Basic School
8990,Christelijke Basisschool Het Kompas,Joost van den Vondelstr 1 B,/basisscholen/kesteren/10271/christelijke-basisschool-het-kompas/,Prot. christelijkBasisonderwijs207 leerlingen,207,Kesteren,Basic School
8991,Openbare Daltonschool Het Palet,Jacob Catsstraat 2 A,/basisscholen/kesteren/25123/openbare-daltonschool-het-palet/,OpenbaarBasisonderwijs55 leerlingenDalton,55,Kesteren,Basic School
8992,Hervormde Basisschool De Wegwijzer,Nedereindsestraat 27 D,/basisscholen/kesteren/11148/hervormde-basisschool-de-wegwijzer/,Prot. christelijkBasisonderwijs363 leerlingen,363,Kesteren,Basic School
8993,Basisschool Laetare,Schoolstraat 2,/basisscholen/kilder/5170/basisschool-laetare/,KatholiekBasisonderwijs105 leerlingen,105,Kilder,Basic School
8994,Reformatorische Basisschool,Kreupeleweg 4,/basisscholen/klaaswaal/8857/reformatorische-basisschool/,Prot. christelijkBasisonderwijs140 leerlingen,140,Klaaswaal,Basic School
8995,Christelijke Basisschool De Vliet,Berkenlaan 16,/basisscholen/klaaswaal/5802/christelijke-basisschool-de-vliet/,Prot. christelijkBasisonderwijs65 leerlingen,65,Klaaswaal,Basic School
8996,Basisschool de Blieken,Klaverbladstraat 1,/basisscholen/klaaswaal/6299/basisschool-de-blieken/,OpenbaarBasisonderwijs127 leerlingen,127,Klaaswaal,Basic School
8997,Wereldschool De Vlinder,Klarenbeekseweg 129,/basisscholen/klarenbeek-gem-apeldoorn/24612/wereldschool-de-vlinder/,OpenbaarBasisonderwijs162 leerlingen,162,Klarenbeek (Gem. Apeldoorn),Basic School
8998,Rooms Katholieke Basisschool De Kopermolen,Kopermolenweg 8,/basisscholen/klarenbeek-gem-voorst/11451/rooms-katholieke-basisschool-de-kopermolen/,KatholiekBasisonderwijs189 leerlingen,189,Klarenbeek (Gem. Voorst),Basic School
8999,De Brug,Derksweg 264,/basisscholen/klazienaveen/10541/de-brug/,Prot. christelijkBasisonderwijs159 leerlingen,159,Klazienaveen,Basic School
9000,De Kap,De Kap 14,/basisscholen/klazienaveen/6610/de-kap/,Prot. christelijkBasisonderwijs105 leerlingen,105,Klazienaveen,Basic School
9001,OBS Klazienaveen,Van Echtenstraat 26,/basisscholen/klazienaveen/26729/obs-klazienaveen/,OpenbaarBasisonderwijs304 leerlingen,304,Klazienaveen,Basic School
9002,Sint-Henricusschool,Jhr M W C de Jongestraat 26,/basisscholen/klazienaveen/24397/sint-henricusschool/,KatholiekBasisonderwijs226 leerlingen,226,Klazienaveen,Basic School
9003,Pastoor Middelkoopschool,Meridiaan 154,/basisscholen/klazienaveen/24415/pastoor-middelkoopschool/,KatholiekBasisonderwijs202 leerlingen,202,Klazienaveen,Basic School
9004,RK Basisschool Sint Antonius,Klein Zundertseweg 58,/basisscholen/klein-zundert/8414/rk-basisschool-sint-antonius/,KatholiekBasisonderwijs290 leerlingen,290,Klein Zundert,Basic School
9005,Basisschool Ummer Clumme,Kerkveldweg 1,/basisscholen/klimmen/6441/basisschool-ummer-clumme/,KatholiekBasisonderwijs209 leerlingen,209,Klimmen,Basic School
9006,"OdyZee, hoofdlocatie Kloetinge",Oostmolenweg 81,/basisscholen/kloetinge-gem-goes/22384/odyzee-hoofdlocatie-kloetinge/,Algemeen bijzonderSpeciaal onderwijs109 leerlingen,109,Kloetinge (Gem. Goes),Basic School
9007,Integraal Kindcentrum Kloetinge,Zomerweg 2,/basisscholen/kloetinge-gem-goes/25514/integraal-kindcentrum-kloetinge/,OpenbaarBasisonderwijs208 leerlingenOntwikkelingsgericht Onderwijs,208,Kloetinge (Gem. Goes),Basic School
9008,Basisschool Mandegoud,Halsemastraat 6 B,/basisscholen/kloosterburen/8250/basisschool-mandegoud/,OpenbaarBasisonderwijs97 leerlingen,97,Kloosterburen,Basic School
9009,Cantecleer,Schoolstraat 32,/basisscholen/kloosterhaar/10755/cantecleer/,OpenbaarBasisonderwijs107 leerlingen,107,Kloosterhaar,Basic School
9010,'t Getij,Oosthof 1,/basisscholen/kloosterzande/5473/t-getij/,OpenbaarBasisonderwijs228 leerlingen,228,Kloosterzande,Basic School
9011,SBO Het Palet,Mauritsweg 20,/basisscholen/klundert/11069/sbo-het-palet/,Prot. christelijkSpeciaal basisonderwijs119 leerlingen,119,Klundert,Basic School
9012,Rooms Katholieke Basisschool De Rietvest,Keenestraat 7,/basisscholen/klundert/11075/rooms-katholieke-basisschool-de-rietvest/,KatholiekBasisonderwijs149 leerlingen,149,Klundert,Basic School
9013,cbs De Molenvliet,Graaf Florisstraat 1 A,/basisscholen/klundert/7213/cbs-de-molenvliet/,Prot. christelijkBasisonderwijs108 leerlingen,108,Klundert,Basic School
9014,Christelijke Basisschool Het Bastion,von Kropffplein 2,/basisscholen/klundert/7215/christelijke-basisschool-het-bastion/,Prot. christelijkBasisonderwijs201 leerlingen,201,Klundert,Basic School
9015,Meester Gijbelsschool,Steenselseweg 8,/basisscholen/knegsel/12098/meester-gijbelsschool/,KatholiekBasisonderwijs104 leerlingen,104,Knegsel,Basic School
9016,WereldKidz Kockenest,Drie Stammenweg 2,/basisscholen/kockengen/26316/wereldkidz-kockenest/,OpenbaarBasisonderwijs90 leerlingen,90,Kockengen,Basic School
9017,School met de Bijbel De Wegwijzer,Schoolweg 1,/basisscholen/kockengen/12338/school-met-de-bijbel-de-wegwijzer/,Prot. christelijkBasisonderwijs177 leerlingen,177,Kockengen,Basic School
9018,Openbare Basisschool Zandloper,Schoolstraat 15,/basisscholen/koedijk-gem-alkmaar/11340/openbare-basisschool-zandloper/,OpenbaarBasisonderwijs232 leerlingen,232,Koedijk (Gem. Alkmaar),Basic School
9019,Prins Johan Frisoschool voor Christelijk Basisonderwijs,Prinses Christinalaan 8,/basisscholen/koekange/5859/prins-johan-frisoschool-voor-christelijk-basisonderwijs/,Prot. christelijkBasisonderwijs63 leerlingen,63,Koekange,Basic School
9020,Basisschool De Rozebottel,Sportlaan 14,/basisscholen/koekange/7470/basisschool-de-rozebottel/,OpenbaarBasisonderwijs115 leerlingen,115,Koekange,Basic School
9021,Rooms Katholieke Basisschool De Vlaswiek,Eikenlaan 22,/basisscholen/koewacht/5463/rooms-katholieke-basisschool-de-vlaswiek/,KatholiekBasisonderwijs95 leerlingen,95,Koewacht,Basic School
9022,OBS Oetkomst,Eikenlaan 1,/basisscholen/kolham/25847/obs-oetkomst/,OpenbaarBasisonderwijs102 leerlingen,102,Kolham,Basic School
9023,Basisschool Op Avontuur,Sportstraat 3,/basisscholen/kolhorn/6262/basisschool-op-avontuur/,OpenbaarBasisonderwijs98 leerlingen,98,Kolhorn,Basic School
9024,CBS Prins Bernhardschool,Bernhardlaan 42,/basisscholen/kollum/25571/cbs-prins-bernhardschool/,Prot. christelijkBasisonderwijs126 leerlingen,126,Kollum,Basic School
9025,CBS Koningin Juliana,Tsjerk Hiddesstraat 4,/basisscholen/kollum/25564/cbs-koningin-juliana/,Prot. christelijkBasisonderwijs124 leerlingen,124,Kollum,Basic School
9026,Openbare Basisschool Prof Casimir,Tsjerk Hiddesstraat  4B,/basisscholen/kollum/10372/openbare-basisschool-prof-casimir/,OpenbaarBasisonderwijs202 leerlingen,202,Kollum,Basic School
9027,Basisschool De Wegwijzer Christelijk Basisonderwijs,Jakob de Graafstraat 1 A,/basisscholen/kollumerpomp/25534/basisschool-de-wegwijzer-christelijk-basisonderwijs/,Prot. christelijkBasisonderwijs34 leerlingen,34,Kollumerpomp,Basic School
9028,De Stapstien,Skoallestrjitte 14,/basisscholen/kollumersweach/25574/de-stapstien/,Prot. christelijkBasisonderwijs246 leerlingen,246,Kollumersweach,Basic School
9029,cbs De Rietstek,Wigbold van Ewsumstraat 1,/basisscholen/kommerzijl/10616/cbs-de-rietstek/,Prot. christelijkBasisonderwijs66 leerlingen,66,Kommerzijl,Basic School
9030,Basisschool 't Keuningshöfke,Karel V Straat 45,/basisscholen/koningsbosch/10412/basisschool-t-keuningshofke/,KatholiekBasisonderwijs114 leerlingen,114,Koningsbosch,Basic School
9031,KC Avonturier,Rector Isidorusstraat 5,/basisscholen/koningslust/11600/kc-avonturier/,KatholiekBasisonderwijs61 leerlingen,61,Koningslust,Basic School
9032,De Golfbreker,Papiermolen 18,/basisscholen/koog-aan-de-zaan/5940/de-golfbreker/,KatholiekBasisonderwijs383 leerlingen,383,Koog aan de Zaan,Basic School
9033,Basisschool de Piramide,Boschjesstraat 66,/basisscholen/koog-aan-de-zaan/5942/basisschool-de-piramide/,SamenwerkingBasisonderwijs288 leerlingen,288,Koog aan de Zaan,Basic School
9034,Dynamica Onderwijs,Molenwerf 1 C,/basisscholen/koog-aan-de-zaan/7351/dynamica-onderwijs/,OpenbaarSpeciaal onderwijs141 leerlingen,141,Koog aan de Zaan,Basic School
9035,Openbare School voor Speciaal Onderwijs De Boei,Sportstraat 1,/basisscholen/koog-aan-de-zaan/7352/openbare-school-voor-speciaal-onderwijs-de-boei/,OpenbaarSpeciaal basisonderwijs164 leerlingen,164,Koog aan de Zaan,Basic School
9036,Openbare Basisschool De Watermolen,Molenwerf 3,/basisscholen/koog-aan-de-zaan/7353/openbare-basisschool-de-watermolen/,OpenbaarBasisonderwijs210 leerlingen,210,Koog aan de Zaan,Basic School
9037,Openbare Basisschool De Lindenboom,Raadhuisstraat 57,/basisscholen/koog-aan-de-zaan/7354/openbare-basisschool-de-lindenboom/,OpenbaarBasisonderwijs76 leerlingen,76,Koog aan de Zaan,Basic School
9038,basisschool CBS 'de Merlettes',Goudtsjeblom-strjitte 22,/basisscholen/kootstertille/5704/basisschool-cbs-de-merlettes/,Prot. christelijkBasisonderwijs97 leerlingen,97,Kootstertille,Basic School
9039,De Balkwar,Swanneblom-strjitte 11,/basisscholen/kootstertille/6399/de-balkwar/,OpenbaarBasisonderwijs92 leerlingen,92,Kootstertille,Basic School
9040,Basisschool Oranje Nassau - school met de Bijbel,Linthorst Homanloane 5,/basisscholen/kootstertille/22683/basisschool-oranje-nassau-school-met-de-bijbel/,Prot. christelijkBasisonderwijs49 leerlingen,49,Kootstertille,Basic School
9041,Rehobothschool,Schoonbeekhof 53,/basisscholen/kootwijkerbroek/4782/rehobothschool/,Prot. christelijkBasisonderwijs644 leerlingen,644,Kootwijkerbroek,Basic School
9042,Koningin Beatrixschool,Kosterijweg 5-7,/basisscholen/kootwijkerbroek/8542/koningin-beatrixschool/,Prot. christelijkBasisonderwijs257 leerlingen,257,Kootwijkerbroek,Basic School
9043,sws De Groene Borg,Provincialeweg 55,/basisscholen/kornhorn/10609/sws-de-groene-borg/,SamenwerkingBasisonderwijs45 leerlingen,45,Kornhorn,Basic School
9044,St. Antoniusschool,Zuidsingel 50,/basisscholen/kortenhoef/25237/st-antoniusschool/,KatholiekBasisonderwijs226 leerlingen,226,Kortenhoef,Basic School
9045,Curtevenne-Basisschool,Parklaan 3,/basisscholen/kortenhoef/10024/curtevenne-basisschool/,OpenbaarBasisonderwijs151 leerlingen,151,Kortenhoef,Basic School
9046,Protestants Christelijke Basisschool De Regenboog,Elbert Mooijlaan 86,/basisscholen/kortenhoef/8345/protestants-christelijke-basisschool-de-regenboog/,Prot. christelijkBasisonderwijs245 leerlingen,245,Kortenhoef,Basic School
9047,IKC De Zuidvliet,Stadspolderlaan 6,/basisscholen/kortgene/25498/ikc-de-zuidvliet/,OpenbaarBasisonderwijs134 leerlingen,134,Kortgene,Basic School
9048,Samenwerkingsschool MeerWaarde,Prinses Margrietstraat 2,/basisscholen/koudekerk-aan-den-rijn/24763/samenwerkingsschool-meerwaarde/,SamenwerkingBasisonderwijs113 leerlingen,113,Koudekerk aan den Rijn,Basic School
9049,Basisschool De Rank,Artesiaplantsoen 9,/basisscholen/koudekerk-aan-den-rijn/24785/basisschool-de-rank/,Prot. christelijkBasisonderwijs171 leerlingen,171,Koudekerk aan den Rijn,Basic School
9050,CBS 't Klinket,Tramstraat 36,/basisscholen/koudekerke/5621/cbs-t-klinket/,Prot. christelijkBasisonderwijs188 leerlingen,188,Koudekerke,Basic School
9051,Archipelschool De Sprong,Biggekerksestraat 2,/basisscholen/koudekerke/22718/archipelschool-de-sprong/,OpenbaarBasisonderwijs109 leerlingen,109,Koudekerke,Basic School
9052,Ontmoetingsschool De Klimbeam,'t Heale Paed 1,/basisscholen/koudum/10044/ontmoetingsschool-de-klimbeam/,Prot. christelijkBasisonderwijs233 leerlingen,233,Koudum,Basic School
9053,Julianabasisschool,Vlierbessestraat 2,/basisscholen/krabbendijke/4926/julianabasisschool/,Prot. christelijkBasisonderwijs284 leerlingen,284,Krabbendijke,Basic School
9054,Kindcentrum De Zevensprong,Appelstraat 2,/basisscholen/krabbendijke/6792/kindcentrum-de-zevensprong/,Prot. christelijkBasisonderwijs182 leerlingen,182,Krabbendijke,Basic School
9055,Basisschool De Klimroos,Hinkelingestraat 8,/basisscholen/krabbendijke/11036/basisschool-de-klimroos/,OpenbaarBasisonderwijs66 leerlingen,66,Krabbendijke,Basic School
9056,SWS De Fladderiep,Zuidermeent 3,/basisscholen/kraggenburg/5352/sws-de-fladderiep/,SamenwerkingBasisonderwijs100 leerlingenDalton,100,Kraggenburg,Basic School
9057,Het Creiler Woud,Bollenstraat 66,/basisscholen/kreileroord/12174/het-creiler-woud/,Prot. christelijkBasisonderwijs39 leerlingen,39,Kreileroord,Basic School
9058,OBS Flora,Baken 19,/basisscholen/krimpen-aan-de-lek/10091/obs-flora/,OpenbaarBasisonderwijs84 leerlingen,84,Krimpen aan de Lek,Basic School
9059,obs Prinses Irene,Klaverstraat 1,/basisscholen/krimpen-aan-de-lek/10092/obs-prinses-irene/,OpenbaarBasisonderwijs203 leerlingen,203,Krimpen aan de Lek,Basic School
9060,De Wegwijzer,Admiraal de Ruyterstraat 1,/basisscholen/krimpen-aan-de-lek/10506/de-wegwijzer/,Prot. christelijkBasisonderwijs176 leerlingen,176,Krimpen aan de Lek,Basic School
9061,Basisschool het Octaaf,Da Capo 4,/basisscholen/krimpen-aan-den-ijssel/4788/basisschool-het-octaaf/,KatholiekBasisonderwijs344 leerlingen,344,Krimpen aan den IJssel,Basic School
9062,Jacobus Koelmanschool,Vijverlaan 513,/basisscholen/krimpen-aan-den-ijssel/8754/jacobus-koelmanschool/,Prot. christelijkBasisonderwijs195 leerlingen,195,Krimpen aan den IJssel,Basic School
9063,Johannes Calvynschool,Buys Ballotsingel 45,/basisscholen/krimpen-aan-den-ijssel/4842/johannes-calvynschool/,Prot. christelijkBasisonderwijs252 leerlingen,252,Krimpen aan den IJssel,Basic School
9064,Admiraal De Ruyterschool,Kerkdreef 1 A,/basisscholen/krimpen-aan-den-ijssel/8755/admiraal-de-ruyterschool/,Prot. christelijkBasisonderwijs211 leerlingen,211,Krimpen aan den IJssel,Basic School
9065,Kortland,Ouverturelaan 105,/basisscholen/krimpen-aan-den-ijssel/10530/kortland/,OpenbaarBasisonderwijs324 leerlingen,324,Krimpen aan den IJssel,Basic School
9066,Openbare Basisschool De Groeiplaneet,Wielerbaan 17,/basisscholen/krimpen-aan-den-ijssel/10532/openbare-basisschool-de-groeiplaneet/,OpenbaarBasisonderwijs269 leerlingen,269,Krimpen aan den IJssel,Basic School
9067,Basisschool Het Mozaïek,Una Corda 34,/basisscholen/krimpen-aan-den-ijssel/10846/basisschool-het-mozaiek/,Prot. christelijkBasisonderwijs170 leerlingen,170,Krimpen aan den IJssel,Basic School
9068,Protestants Christelijke Basisschool de Wegwijzer,Hyacint 1 A,/basisscholen/krimpen-aan-den-ijssel/7659/protestants-christelijke-basisschool-de-wegwijzer/,Prot. christelijkBasisonderwijs214 leerlingen,214,Krimpen aan den IJssel,Basic School
9069,Protestants Christelijke Basisschool het Kompas,Patrijzenstraat 53,/basisscholen/krimpen-aan-den-ijssel/7660/protestants-christelijke-basisschool-het-kompas/,Prot. christelijkBasisonderwijs426 leerlingen,426,Krimpen aan den IJssel,Basic School
9070,Rudolf Steiner School Krimpen,Memlingstraat 2,/basisscholen/krimpen-aan-den-ijssel/23953/rudolf-steiner-school-krimpen/,Algemeen bijzonderBasisonderwijs192 leerlingenVrijeschool,192,Krimpen aan den IJssel,Basic School
9071,De Hoeksteen,Rosariumpark 182,/basisscholen/krommenie/9859/de-hoeksteen/,KatholiekBasisonderwijs499 leerlingen,499,Krommenie,Basic School
9072,Christelijke Basisschool De Evenaar,Jupiterstraat 139,/basisscholen/krommenie/9860/christelijke-basisschool-de-evenaar/,Prot. christelijkBasisonderwijs156 leerlingen,156,Krommenie,Basic School
9073,Openbare Basisschool De Overhaal,Krommeniedijk 13,/basisscholen/krommenie/7356/openbare-basisschool-de-overhaal/,OpenbaarBasisonderwijs85 leerlingen,85,Krommenie,Basic School
9074,Openbare Basisschool De Komeet,Jupiterstraat 141,/basisscholen/krommenie/11201/openbare-basisschool-de-komeet/,OpenbaarBasisonderwijs356 leerlingenOntwikkelingsgericht Onderwijs,356,Krommenie,Basic School
9075,OBS De Komeet Braillestraat,Braillestraat 2,/basisscholen/krommenie/22085/obs-de-komeet-braillestraat/,OpenbaarBasisonderwijs100 leerlingen,100,Krommenie,Basic School
9076,Basisschool De Kroevert,Meerweg 9,/basisscholen/kronenberg/11595/basisschool-de-kroevert/,KatholiekBasisonderwijs77 leerlingen,77,Kronenberg,Basic School
9077,OBS Walstraschool,Woldweg 124,/basisscholen/kropswolde/25013/obs-walstraschool/,OpenbaarBasisonderwijs111 leerlingen,111,Kropswolde,Basic School
9078,Basisschool Dr. A. Comrieschool,Marconistraat 16,/basisscholen/kruiningen/8830/basisschool-dr-a-comrieschool/,Prot. christelijkBasisonderwijs301 leerlingen,301,Kruiningen,Basic School
9079,Alberoschool Kindcentrum De Welle,Slotstraat 87,/basisscholen/kruiningen/10684/alberoschool-kindcentrum-de-welle/,Prot. christelijkBasisonderwijs145 leerlingen,145,Kruiningen,Basic School
9080,Basisschool Voorhoute,Voorhoute 3,/basisscholen/kruiningen/7179/basisschool-voorhoute/,OpenbaarBasisonderwijs72 leerlingen,72,Kruiningen,Basic School
9081,Rooms Katholieke Basisschool De Zonneberg,West-Zandberg 47,/basisscholen/kruisland/5180/rooms-katholieke-basisschool-de-zonneberg/,KatholiekBasisonderwijs164 leerlingen,164,Kruisland,Basic School
9082,Antoniusschool,Zonnedauwlaan 59,/basisscholen/kudelstaart/8826/antoniusschool/,KatholiekBasisonderwijs649 leerlingen,649,Kudelstaart,Basic School
9083,KC De Ruimte,Schweitzerstraat 136,/basisscholen/kudelstaart/24320/kc-de-ruimte/,Prot. christelijkBasisonderwijs113 leerlingenEigen tempo werkwijze,113,Kudelstaart,Basic School
9084,Openbare Basisschool Kudelstaart,Zonnedauwlaan 65,/basisscholen/kudelstaart/10524/openbare-basisschool-kudelstaart/,OpenbaarBasisonderwijs114 leerlingenDalton,114,Kudelstaart,Basic School
9085,Burgemeester de Ruiterschool,Vijverpark 89,/basisscholen/kuinre/11138/burgemeester-de-ruiterschool/,OpenbaarBasisonderwijs88 leerlingen,88,Kuinre,Basic School
9086,M G R Heyligersschool,Sportweg 2,/basisscholen/kwadendamme/25667/m-g-r-heyligersschool/,KatholiekBasisonderwijs88 leerlingenErvaringsgericht Onderwijs,88,Kwadendamme,Basic School
9087,Openbare Basisschool Prinses Beatrix,Kwadijk 92,/basisscholen/kwadijk/10190/openbare-basisschool-prinses-beatrix/,OpenbaarBasisonderwijs42 leerlingen,42,Kwadijk,Basic School
9088,R.K. Basisschool WSKO Andreashof,Leeuwerik 11,/basisscholen/kwintsheul/4733/rk-basisschool-wsko-andreashof/,KatholiekBasisonderwijs274 leerlingen,274,Kwintsheul,Basic School
9089,Chr Basisschool,Kolkweg 41,/basisscholen/laag-zuthem/11245/chr-basisschool/,Prot. christelijkBasisonderwijs36 leerlingen,36,Laag Zuthem,Basic School
9090,Rooms Katholieke Basisschool Den Opstap,Broekkant 9,/basisscholen/lage-mierde/11503/rooms-katholieke-basisschool-den-opstap/,KatholiekBasisonderwijs108 leerlingen,108,Lage Mierde,Basic School
9091,Basisschool De Oostvogel,Pastoor Willemsstraat 15,/basisscholen/lamswaarde/5460/basisschool-de-oostvogel/,KatholiekBasisonderwijs42 leerlingen,42,Lamswaarde,Basic School
9092,OBS Harlekijn,Strijthagerweg 10,/basisscholen/landgraaf/6494/obs-harlekijn/,OpenbaarBasisonderwijs406 leerlingen,406,Landgraaf,Basic School
9093,Oecumenische Basisschool De Wegwijzer,Veeweg 73,/basisscholen/landgraaf/6498/oecumenische-basisschool-de-wegwijzer/,SamenwerkingBasisonderwijs369 leerlingen,369,Landgraaf,Basic School
9094,SBO de Wissel,Hereweg 175,/basisscholen/landgraaf/10451/sbo-de-wissel/,Algemeen bijzonderSpeciaal basisonderwijs93 leerlingen,93,Landgraaf,Basic School
9095,RKBS An d'r Put,Pastoor Scheepersstraat 9,/basisscholen/landgraaf/6504/rkbs-an-dr-put/,KatholiekBasisonderwijs199 leerlingen,199,Landgraaf,Basic School
9096,Basisschool De Schatgraver,Pastoor Schattenstraat 25,/basisscholen/landgraaf/6517/basisschool-de-schatgraver/,KatholiekBasisonderwijs429 leerlingen,429,Landgraaf,Basic School
9097,Basisschool Op gen Hei,An de Voeëgelsjtang 12,/basisscholen/landgraaf/6518/basisschool-op-gen-hei/,KatholiekBasisonderwijs301 leerlingen,301,Landgraaf,Basic School
9098,Basisschool 't Valder,Belvauer 62,/basisscholen/landgraaf/6519/basisschool-t-valder/,KatholiekBasisonderwijs214 leerlingen,214,Landgraaf,Basic School
9099,Openbare Basisschool De Speurneus,Haaselt 3,/basisscholen/landgraaf/10472/openbare-basisschool-de-speurneus/,OpenbaarBasisonderwijs215 leerlingen,215,Landgraaf,Basic School
